Unnamed: 0,hsa-mir-210,hsa-mir-205,hsa-mir-183,hsa-mir-96,hsa-mir-31,hsa-mir-144,hsa-mir-301b,hsa-mir-182,hsa-mir-338,hsa-mir-503,hsa-mir-891a,hsa-mir-137,hsa-mir-206,hsa-mir-383,hsa-mir-372,hsa-mir-507,hsa-mir-122,hsa-mir-373
TCGA-18-3406-01,7903,16366,3029,11,138,379,2,7317,189,15,1,4,0,0,0,0,0,2
TCGA-18-3407-01,13099,55809,32106,117,67,112,3,50972,822,46,5,1,1,0,0,0,0,1
TCGA-18-3408-01,5242,22002,17351,69,142,123,8,21550,291,21,270,0,0,1,0,0,1,0
TCGA-18-3410-01,2262,20196,44438,212,26,27,7,91264,178,38,36,0,0,1,0,0,14,0
TCGA-18-3411-01,1781,16776,28316,97,148,65,8,35861,445,35,16,1,0,0,0,0,0,0
TCGA-18-3412-01,4488,8631,23986,66,98,131,8,37466,128,38,7,0,0,1,0,0,0,0
TCGA-18-3414-01,2472,19023,6256,27,254,61,2,13498,219,15,1,3,0,1,0,0,0,0
TCGA-18-3415-01,7323,21388,19627,39,2,42,9,18810,168,65,8,1,0,0,0,0,0,0
TCGA-18-3416-01,6514,37273,15813,100,115,182,17,25717,372,58,0,0,0,0,1,1,0,0
TCGA-18-3417-01,2636,15452,36794,52,38,143,3,55068,297,7,7,0,0,0,0,0,0,0
TCGA-18-3419-01,2872,9661,14997,34,15,26,30,14037,85,26,5,0,0,0,0,0,0,0
TCGA-18-3421-01,6184,16927,33185,52,1110,150,29,26912,458,103,55,3,0,2,0,0,0,0
TCGA-18-4086-01,5639,19029,25672,35,5,123,11,32816,268,10,375,0,0,0,0,1,1,0
TCGA-18-4721-01,3154,13525,27778,21,28,183,18,28181,316,8,20,1,1,1,0,13,4,0
TCGA-18-5592-01,7300,48789,36435,83,0,77,5,44612,127,9,67,0,0,0,0,0,0,0
TCGA-18-5595-01,19487,24593,21052,44,154,182,6,27741,516,13,2,0,0,0,0,0,0,0
TCGA-21-1075-01,18371,29095,107114,109,110,135,27,89167,431,8,239,0,0,32,0,0,2,0
TCGA-21-1076-01,2269,7300,25809,65,9,158,3,51130,1088,16,51,1,0,0,12,0,2,2
TCGA-21-1077-01,3577,15135,34969,77,14,178,6,59332,725,26,154,0,3,77,0,0,0,1
TCGA-21-1078-01,6859,33027,26036,101,1,64,5,60812,192,17,5,0,0,0,0,0,0,0
TCGA-21-1079-01,5949,53544,22016,75,1218,341,8,61411,322,52,1,9,0,0,0,0,0,0
TCGA-21-1080-01,3052,34007,24655,47,47,229,4,35185,531,6,9,0,3,0,0,0,0,0
TCGA-21-1083-01,4827,27505,16316,48,7,107,10,27157,257,8,1,1,1,0,0,0,0,0
TCGA-21-5782-01,28487,89055,86623,138,26,103,43,95124,1253,93,56,1,0,0,0,0,0,0
TCGA-21-5784-01,9395,75286,21443,64,21,348,4,41121,3680,29,34,0,0,1,0,1,0,1
TCGA-21-5786-01,10502,73137,20203,30,122,18,19,25867,514,67,70,5,0,0,5,0,0,4
TCGA-21-5787-01,2774,401,21785,56,465,53,4,31704,7126,10,5,0,0,0,1,0,0,0
TCGA-21-A5DI-01,6837,109190,67383,209,666,348,9,143144,1329,48,1,4,0,0,0,0,0,0
TCGA-22-0940-01,3498,21440,7301,22,137,69,1,18341,856,4,1,0,1,0,0,0,0,0
TCGA-22-1011-01,4339,13546,9108,13,51,67,4,18518,424,15,5,0,1,0,11,0,0,1
TCGA-22-1012-01,4339,16605,24166,39,18,21,3,24617,382,11,7,1,0,0,0,0,0,0
TCGA-22-4591-01,19860,32601,78474,111,121,79,49,50641,620,55,4,8,0,0,0,0,0,0
TCGA-22-4594-01,3012,121,30669,114,13,37,9,68463,485,27,0,3,0,0,0,0,0,0
TCGA-22-4595-01,5245,12886,13643,7,91,28,15,12945,657,11,48,0,0,0,0,0,0,0
TCGA-22-4596-01,2796,852,52091,92,54,103,4,98969,1028,15,64,11,0,0,1,0,0,0
TCGA-22-4601-01,3816,16247,31228,45,8,33,13,48864,452,4,14,0,0,0,0,1,0,0
TCGA-22-4604-01,6406,25444,20871,43,7,15,10,28883,207,18,0,3,0,9,0,0,0,0
TCGA-22-4607-01,3876,34221,62050,127,132,37,10,82723,585,25,9,2,0,0,0,0,0,0
TCGA-22-4613-01,4856,7064,43791,34,6,90,28,44646,200,6,20,0,0,0,0,0,0,0
TCGA-22-5471-01,3933,31111,19912,57,7,45,5,32922,555,19,2,2,0,0,1,2,0,0
TCGA-22-5472-01,8435,33036,16978,92,190,73,2,44428,1715,16,26,0,0,0,0,1,0,0
TCGA-22-5473-01,7740,36775,54039,113,21,12,13,86704,487,20,3,2,0,0,1,5,1,0
TCGA-22-5474-01,5666,19442,53329,90,47,67,11,87664,206,37,85,0,0,0,0,0,0,1
TCGA-22-5477-01,13533,58718,202713,388,77,248,72,254991,827,39,745,0,0,134,0,3,2,0
TCGA-22-5478-01,7294,34266,78442,157,24,85,40,75968,810,21,1442,43,0,0,0,0,0,0
TCGA-22-5480-01,3663,24161,18586,71,13,47,5,42205,454,15,14,0,4,85,1,1,1,0
TCGA-22-5482-01,16019,59273,29455,58,151,292,10,35873,300,10,18,1,0,0,0,15,0,0
TCGA-22-5483-01,2777,7572,327778,356,86,1571,5,401431,682,27,22,9,0,1,2,0,3,0
TCGA-22-5485-01,10437,46692,64701,76,57,18,18,53460,619,24,1382,0,0,0,0,1,0,0
TCGA-22-5489-01,11996,48474,40993,108,13,140,5,103045,1026,65,10,1,1,7,0,0,1,0
TCGA-22-5491-01,9226,40833,59978,125,30,39,12,98739,388,23,45,0,0,1,0,0,0,0
TCGA-22-5492-01,16650,43629,76603,207,149,76,9,146955,1226,74,2,5,0,0,0,1,0,0
TCGA-22-A5C4-01,3794,32119,91627,183,355,229,41,262520,2965,70,4,14,0,0,0,0,0,0
TCGA-33-4532-01,9634,22857,63622,74,31,81,42,56520,631,23,4,1,0,0,0,0,0,0
TCGA-33-4533-01,7785,5036,13740,26,270,163,31,23587,2596,53,6,30,19,76,0,0,3,0
TCGA-33-4538-01,2409,8523,11995,29,23,440,7,16725,332,12,108,0,0,1,0,0,0,0
TCGA-33-4547-01,4297,21725,31269,48,20,237,9,55462,723,16,14,1,0,0,0,0,0,0
TCGA-33-4566-01,753,7348,8099,27,2,69,4,14288,483,13,0,4,0,0,0,0,0,0
TCGA-33-4582-01,3569,18320,23191,40,5,374,12,26804,286,7,2,2,1,0,0,0,0,0
TCGA-33-4583-01,6552,22773,8839,28,282,30,4,19900,403,5,14,0,0,0,0,8,0,0
TCGA-33-4586-01,4344,44341,24421,46,3,13,1,38863,256,2,236,0,0,0,1,0,0,0
TCGA-33-4587-01,28622,2103,327223,557,152,84,27,428870,420,17,14,1,0,1,4,0,0,0
TCGA-33-4589-01,3336,14987,6955,8,1084,223,2,13378,237,13,5,0,0,0,0,0,0,0
TCGA-33-6737-01,1466,4152,120107,92,299,187,4,132025,9404,9,111,0,0,0,0,0,1,0
TCGA-33-6738-01,9972,140204,143946,228,11,861,22,225993,5820,17,4,0,0,0,0,0,0,0
TCGA-33-A4WN-01,6058,59770,24397,85,20,347,5,45436,773,11,1,1,0,1,1,0,0,0
TCGA-33-A5GW-01,9797,94810,43620,178,199,141,6,166857,1714,10,17,9,1,2,1,1,0,0
TCGA-33-AAS8-01,19407,84549,101975,400,1,2422,32,135461,1628,26,1747,0,0,0,1,60,0,1
TCGA-33-AASB-01,12020,6472,132208,435,251,95,11,168914,2050,39,11,1,0,5,2,0,1,1
TCGA-33-AASD-01,24020,106615,68773,189,1011,707,21,91370,954,29,4,2,1,0,0,0,0,0
TCGA-33-AASI-01,1523,85852,49693,175,892,130,16,71754,1961,34,2,1,0,1,0,0,0,0
TCGA-33-AASJ-01,15130,72450,35697,166,92,985,22,39269,1241,34,4,2,2,1,0,0,0,0
TCGA-33-AASL-01,10374,60403,91033,338,94,711,12,160254,6333,79,185,9,6,0,1,3,347,0
TCGA-34-2596-01,2291,16671,65763,176,31,954,2,111852,1438,14,436,5,0,2,0,21,0,0
TCGA-34-2600-01,4594,41693,123591,210,5,2306,39,223426,465,27,69,0,0,0,0,3,0,0
TCGA-34-5234-01,7711,40176,39125,105,1138,1016,12,84845,5595,226,69,1,0,0,4,0,0,0
TCGA-34-5240-01,6708,20140,95599,177,295,61,5,190577,399,22,80,0,0,12,0,10,0,0
TCGA-34-5241-01,2745,7559,18366,16,27,295,6,28856,1205,10,37,12,0,0,0,0,0,0
TCGA-34-5927-01,7733,67412,442809,300,91,49,28,744137,491,3,258,4,0,4,0,0,0,0
TCGA-34-5928-01,2365,54672,105648,68,57,36,16,121425,419,14,13,6,0,4,0,0,0,0
TCGA-34-5929-01,3042,120443,294441,352,10,46,25,534446,421,15,10,2,0,2,1,0,0,0
TCGA-34-7107-01,11530,86889,36916,59,18,361,12,43788,1084,18,3,0,0,0,0,0,0,0
TCGA-34-8454-01,5834,41930,22690,15,3,86,7,31522,1133,14,26,5,0,0,0,0,0,0
TCGA-34-8455-01,12663,69195,22051,28,778,241,8,35331,2712,7,5,0,0,0,1,0,0,0
TCGA-34-A5IX-01,5633,63025,49075,223,79,245,11,189483,4636,13,9,136,3,0,0,0,1,1
TCGA-37-3783-01,11824,82655,24854,22,87,120,4,18975,1733,98,2,5,0,0,0,0,1,0
TCGA-37-3792-01,3364,2595,8487,66,1284,126,0,17991,1139,36,1,134,0,0,42,0,0,3
TCGA-37-4130-01,1574,57,5857,10,6,111,2,13995,270,17,4,1,0,0,15874,0,2756,2294
TCGA-37-4133-01,4368,44074,65392,101,208,225,13,102530,253,22,11,5,0,0,5,0,1,0
TCGA-37-4135-01,11375,4375,35700,64,127,128,21,76451,267,14,0,1,0,0,3,0,1,0
TCGA-37-5819-01,6191,716,50482,90,82,28,57,53519,319,69,12,0,0,0,0,0,0,3
TCGA-37-A5EL-01,15736,25271,18480,131,79,191,1,76590,1302,29,0,13,0,0,0,0,1,0
TCGA-37-A5EM-01,3145,42083,65987,145,75,93,12,200703,1241,23,1,24,0,0,0,0,2,0
TCGA-37-A5EN-01,4052,43562,32368,107,10,275,17,91286,1891,15,120,2,1,31,3,0,0,0
TCGA-39-5011-01,4729,9335,57239,104,127,224,17,82409,954,147,4,49,0,0,0,0,0,0
TCGA-39-5019-01,4352,40635,160782,164,26,1220,8,185229,1595,48,259,5,1,0,1,0,0,1
TCGA-39-5021-01,1780,8478,23229,37,25,61,7,24023,260,12,23,0,0,1,0,0,0,0
TCGA-39-5028-01,2955,24775,9918,17,263,117,2,16932,381,9,50,3,0,0,0,0,0,0
TCGA-39-5029-01,4589,6946,19161,26,95,78,6,27537,497,8,62,0,0,0,0,0,0,3
TCGA-39-5030-01,1438,19107,25354,73,29,81,1,59525,373,21,17,0,0,9,0,0,0,0
TCGA-39-5031-01,4229,7191,48981,67,30,209,25,57484,1787,19,46,2,0,12,1,0,2,0
TCGA-39-5034-01,2074,156,20471,37,37,123,12,29887,124,22,5,0,0,0,0,0,0,0
TCGA-39-5035-01,1638,13685,50281,178,2093,287,3,144279,525,21,1,0,0,0,0,0,0,0
TCGA-39-5036-01,4913,13857,24268,36,63,165,15,37157,637,4,4,0,6,0,0,1,1,0
TCGA-39-5037-01,4249,41355,17025,72,5,591,40,21368,566,7,34,0,1,1,0,1,0,0
TCGA-39-5039-01,1985,11962,10658,17,141,61,3,19070,901,4,1,5,0,0,0,0,0,0
TCGA-43-2576-01,4017,784,35827,68,45,207,3,63634,482,23,1,11,2,0,30,0,0,24
TCGA-43-2578-01,5294,8513,218260,204,284,249,66,165140,1680,31,73,4,0,0,0,0,3,1
TCGA-43-2581-01,1418,55,39627,62,53,217,15,56271,790,28,1,4,0,0,11,1,2,0
TCGA-43-3394-01,37097,30854,90247,465,25,169,14,150798,1378,57,179,7,0,2,0,0,0,2
TCGA-43-3920-01,6303,12649,13884,33,73,106,11,19203,146,40,2,18,0,0,0,0,0,0
TCGA-43-5668-01,3510,214,22626,75,2,158,19,50156,35096,87,7,43,0,0,3,0,0,1
TCGA-43-6143-01,7262,88930,118923,109,330,1394,33,157348,332,44,19,0,0,68,0,0,0,0
TCGA-43-6647-01,1513,48379,104969,53,12,174,8,123556,780,12,4,12,0,0,1,0,0,0
TCGA-43-6770-01,3107,46480,96790,31,8,186,19,95938,209,11,377,2,1,141,0,0,0,0
TCGA-43-6771-01,5126,115854,14794,15,1,251,1,31828,361,22,0,3,1,0,2,0,0,0
TCGA-43-7656-01,4592,42031,27967,98,29,153,13,50629,528,25,9,3,0,0,0,0,0,0
TCGA-43-7658-01,13156,1030,16194,103,49,644,17,40341,1841,8,2,1,0,0,0,1,0,0
TCGA-43-8115-01,8948,25055,76310,194,77,1903,48,121432,1348,105,51,10,1902,1,0,0,0,0
TCGA-43-8116-01,6838,87966,37762,110,21,144,15,61822,1013,19,5,4,1,3,0,1,0,0
TCGA-43-8118-01,16151,24106,23337,39,11,205,15,30242,3935,22,7,1,0,0,0,1,1,0
TCGA-43-A474-01,14281,110623,108217,226,429,599,36,180922,2392,32,1,28,0,0,0,0,0,0
TCGA-43-A475-01,3868,64395,12044,50,47,1088,11,28953,2249,47,126,0,0,2,0,7,0,0
TCGA-43-A56U-01,8701,24032,41788,162,69,1626,24,90930,2689,21,1431,54,2,0,1,1,0,1
TCGA-46-3765-01,7770,7423,6802,15,5,64,20,8573,130,16,14,0,0,0,0,0,0,0
TCGA-46-3766-01,2844,3976,6379,12,50,42,0,11847,374,23,7,2,0,0,1,0,0,0
TCGA-46-3767-01,1585,4006,8856,8,11,54,1,20541,300,10,8,1,0,0,0,0,0,0
TCGA-46-3768-01,4191,11437,71403,136,5,103,13,67823,308,47,21,0,0,2,0,0,0,0
TCGA-46-3769-01,821,2845,6419,59,237,98,5,13683,336,67,0,25,0,0,1,0,0,1
TCGA-46-6025-01,3049,53736,36102,58,546,179,8,52563,347,8,13,29,0,4,1,0,0,0
TCGA-46-6026-01,5355,94627,93889,154,15,279,9,248493,212,8,68,0,1,0,2,4,1,0
TCGA-51-4079-01,6881,16111,27714,54,129,245,3,56319,567,9,7,0,0,0,0,1,0,0
TCGA-51-4080-01,3225,29208,149817,205,45,703,28,203743,637,14,104,0,0,20,0,5,1,0
TCGA-51-4081-01,3585,13559,44542,59,8,113,8,61321,264,9,656,0,0,1,0,0,1,0
TCGA-51-6867-01,16103,142236,65386,134,35,1477,39,83115,2939,16,787,3,1,12,0,0,0,0
TCGA-52-7622-01,7717,42815,47117,109,344,818,9,69607,5481,11,150,0,0,2,0,1,0,0
TCGA-52-7810-01,11287,252127,73578,127,130,1140,57,87156,1212,57,6,13,1,0,1,0,0,1
TCGA-52-7811-01,14669,44884,19314,40,628,305,25,24380,3242,26,3,22,0,0,3,3,0,2
TCGA-52-7812-01,14546,1328,47900,166,7,927,13,90384,1965,40,8,6,0,0,8,0,0,3
TCGA-56-1622-01,5014,31091,50556,88,113,188,53,66450,241,32,16,0,0,0,0,0,1,0
TCGA-56-5897-01,8222,18571,13394,18,123,47,7,22497,524,64,24,2,0,0,0,0,0,0
TCGA-56-5898-01,9268,44514,27532,97,47,475,13,53113,1440,47,4,1,0,0,0,1,0,0
TCGA-56-6545-01,1114,30248,20786,14,68,226,2,43372,468,47,1,0,1,0,1,0,0,0
TCGA-56-6546-01,1694,7473,95386,105,12,761,4,106802,1472,29,57,0,1,5,331,0,0,27
TCGA-56-7221-01,15307,93393,96925,267,19,576,17,194682,2185,11,254,0,0,1,1,9,1,0
TCGA-56-7222-01,12364,72814,114507,190,416,346,39,167404,2542,14,11,0,0,3,0,7,0,0
TCGA-56-7223-01,13240,8466,121492,236,122,82,41,161189,2405,48,512,5,0,142,0,1,0,1
TCGA-56-7579-01,8242,199597,100439,303,93,110,66,167790,2259,31,9,5,4,0,0,0,0,1
TCGA-56-7582-01,7204,55978,52168,129,63,180,4,91682,549,13,172,1,1,0,1,0,0,0
TCGA-56-7822-01,11295,81841,14487,35,578,80,5,23643,1168,9,6,17,0,1,0,0,0,0
TCGA-56-8201-01,2559,22845,11650,28,52,124,49,17299,1364,34,1,2,0,1,0,0,0,0
TCGA-56-8304-01,14941,43449,36534,72,292,922,26,38290,851,6,8,5,0,0,0,0,0,0
TCGA-56-8305-01,28090,91716,62852,155,6,346,34,124674,1661,28,38,6,1,1,15,0,0,25
TCGA-56-8307-01,3596,95011,264963,497,1,112,38,460743,1021,26,347,0,0,14,1,1,0,1
TCGA-56-8308-01,1925,18517,19492,25,17,318,7,26446,218,2,5,0,2,0,0,0,0,0
TCGA-56-8309-01,2917,19690,19813,45,10,124,2,47001,654,9,36,9,1,0,0,0,0,0
TCGA-56-8503-01,4961,32022,14870,14,170,81,6,19805,2171,33,27,1,0,0,2,0,0,1
TCGA-56-8504-01,7688,33130,39641,28,53,602,22,35041,1095,22,0,0,0,0,0,0,0,0
TCGA-56-8622-01,6825,97116,29636,60,85,111,5,58654,1243,2,3,2,1,0,0,3,0,0
TCGA-56-8623-01,202,1331,9762,3,6,1389,3,21801,6118,4,32,0,1,0,0,0,0,0
TCGA-56-8624-01,4816,45369,10979,44,306,280,2,32365,2014,5,47,5,0,0,1,6,0,0
TCGA-56-8625-01,24845,7211,39823,76,51,115,32,59553,1736,62,99,1,0,0,0,0,3,2
TCGA-56-8626-01,8048,97332,30135,95,379,1820,8,57531,3242,23,12,35,2,1,1,1,0,20
TCGA-56-8628-01,6979,60803,79945,120,86,537,42,138713,3613,17,13,0,4,0,1,17,0,1
TCGA-56-8629-01,8641,54493,52747,85,79,300,17,71669,1675,38,6,116,1,0,2,0,0,6
TCGA-56-A4BW-01,3995,52629,12261,27,42,150,11,30236,1670,10,2,37,0,0,0,0,0,0
TCGA-56-A4BX-01,14291,59100,78236,220,17,203,21,162688,593,15,103,1,0,0,0,0,0,0
TCGA-56-A4BY-01,20565,96002,95526,218,218,1515,18,182803,2803,35,396,9,3,2,1,0,0,0
TCGA-56-A4ZJ-01,4582,31546,21482,109,306,734,6,68297,7372,74,23,10,1,0,0,2,0,0
TCGA-56-A4ZK-01,20711,77094,40234,92,92,175,9,75573,1407,29,4371,3,0,0,0,0,0,0
TCGA-56-A5DR-01,2698,33773,55882,158,340,218,5,247413,1602,19,2,3,0,0,0,0,0,0
TCGA-56-A62T-01,10213,76023,158470,249,1426,925,24,205232,2938,54,97535,60,6,17,0,0,222,0
TCGA-58-8386-01,4945,28000,20359,70,459,1726,4,36491,4573,15,0,7,1,0,0,0,0,0
TCGA-58-8387-01,5735,21872,31214,52,7,66,28,30884,823,17,0,0,1,7,2,0,0,0
TCGA-58-8388-01,9916,57198,26354,75,68,234,13,63066,1647,14,0,0,1,9,0,1,0,1
TCGA-58-8390-01,10991,175790,149287,493,9,1545,29,381815,2943,66,2,5,0,0,0,1,0,0
TCGA-58-8391-01,4938,97640,76875,169,2,107,14,99688,1512,19,53,13,0,0,0,0,0,0
TCGA-58-8392-01,23910,65234,136515,127,2,676,41,133007,2161,53,18,3,0,11,0,0,0,0
TCGA-58-8393-01,10166,64393,34239,22,354,487,7,44923,2042,27,62,1,0,0,0,0,0,0
TCGA-58-A46J-01,7157,51439,58972,75,126,353,15,88789,6828,38,39,0,0,1,2,2,0,0
TCGA-58-A46K-01,9520,59349,127588,303,217,135,25,217504,857,26,130,0,0,4,1,5,0,2
TCGA-58-A46L-01,13554,49152,60458,121,8,84,7,98520,1618,38,102,0,0,0,0,1,0,0
TCGA-58-A46M-01,12490,41617,55306,251,69,90,7,140858,1369,42,2,2,0,15,0,31,0,0
TCGA-58-A46N-01,8798,83576,112815,284,237,687,14,163047,532,21,45,0,0,0,1,0,2,1
TCGA-60-2695-01,7774,1482,69419,211,19,384,49,142041,422,11,11,3,0,0,0,2,0,0
TCGA-60-2696-01,1256,20444,11344,28,216,604,5,22157,1234,7,1,6,0,0,0,0,0,0
TCGA-60-2697-01,637,1707,16798,35,7,411,4,33079,5195,7,12,2,4,0,0,0,0,0
TCGA-60-2698-01,2251,5702,33830,57,406,1958,1,53988,3219,43,0,4,0,0,2,0,0,0
TCGA-60-2703-01,4497,43455,24821,20,66,1060,18,25871,2245,11,18,11,2,0,0,0,0,0
TCGA-60-2704-01,14941,20232,33518,62,20,464,10,60687,3171,32,68,10,0,13,0,0,0,0
TCGA-60-2706-01,2564,3170,39471,74,266,441,5,41055,627,17,2,0,0,0,0,0,0,0
TCGA-60-2708-01,7983,28712,56578,94,143,112,12,67920,430,57,30,29,0,0,0,0,0,0
TCGA-60-2710-01,5371,14563,39887,81,1,240,15,74140,953,11,55,0,0,1,0,0,0,0
TCGA-60-2711-01,8108,15364,61871,122,18,262,19,93673,461,24,100,0,0,0,0,0,0,0
TCGA-60-2712-01,3122,12004,6359,21,4,56,4,16543,384,21,0,0,0,1,16,0,2,2
TCGA-60-2713-01,7083,8736,21421,50,27,49,7,41910,186,11,119,4,0,3,1,0,0,0
TCGA-60-2714-01,6761,194,25511,53,5,388,11,45357,697,8,19,20,0,0,189,1,0,51
TCGA-60-2716-01,1498,61964,17920,73,284,109,1,49831,330,2,2,0,0,0,0,0,1,0
TCGA-60-2719-01,7034,18280,55902,80,17,356,38,62291,871,40,3,0,0,0,0,0,0,0
TCGA-60-2720-01,2797,18523,36503,80,272,1371,7,69092,2868,33,14,29,2,0,1,0,0,0
TCGA-60-2721-01,3889,38414,43227,86,15,107,8,85338,531,12,2,0,0,0,1,0,1,0
TCGA-60-2722-01,11703,59340,60576,108,4,180,8,83456,409,7,350,0,2,0,0,4,0,0
TCGA-60-2723-01,3609,21072,71815,71,60,206,17,69813,1022,19,22,0,1,20,13,0,3,7
TCGA-60-2724-01,3446,17993,22362,16,194,103,24,18295,805,18,1,38,0,1,0,0,0,0
TCGA-60-2725-01,1973,22758,39142,74,13,511,3,44529,1098,16,12,2,0,1,0,0,0,0
